12 27
27 10
10 22
22 23
23 25
25 31
31 8
8 5
5 16
16 29
29 14
14 18
18 20
20 7
7 30
30 1
1 15
15 9
9 0
0 24
24 11
11 3
3 17
17 26
26 4
4 28
28 6
6 2
2 21
21 19
19 13
13 12
