28.6506		38.5336		3.22433
28.6506		37.88		3.30547
28.6506		37.2231		3.25545
28.6506		36.505		3.15513
28.6506		35.79		3.17775
26.9393		35.0165		3.26177
26.9393		34.4843		3.24788
26.9393		33.9307		3.23329
26.9393		33.506		3.19788
26.5173		32.9317		3.30566
26.4514		32.4427		3.30619
26.4514		31.8764		3.25901
25.2221		31.1831		3.01101
24.9193		30.6172		3.11818
23.3454		30.0428		2.99203
23.3454		29.4906		3.10183
23.1281		29.0583		3.15206
23.1281		28.7101		2.90801
23.1281		28.1327		2.80031
23.1281		27.837		2.8812
23.1281		27.3993		2.75239
23.1281		27.0217		2.70449
23.1281		26.8181		2.7115
23.1281		26.4927		2.85994
21.8958		26.1899		2.86412
21.2648		25.9117		2.69043
21.2648		25.5898		2.6663
21.2648		25.4177		2.49915
21.2648		25.0879		2.45486
21.0681		24.8069		2.364
21.0681		24.5502		2.26729
20.7435		24.3919		2.29857
20.4872		24.0478		2.33943
20.4872		23.8607		2.46785
20.4711		23.6041		2.45699
20.4711		23.3514		2.42318
20.4711		23.1683		2.47725
20.4711		22.9776		2.44602
20.4711		22.8069		2.2848
20.4711		22.5906		2.11044
19.6192		22.4212		2.11837
19.6192		22.2737		2.22059
19.4573		22.0893		2.11199
19.4573		21.9386		2.0546
19.4436		21.7645		2.17234
19.0887		21.6123		2.24652
19.0887		21.4924		2.12148
19.0887		21.3658		2.19257
19.0887		21.2224		2.33742
19.0887		21.0363		2.37086
19.0887		20.9339		2.43016
19.0438		20.7821		2.25826
18.6696		20.6665		2.40207
18.6696		20.5061		2.34414
18.6696		20.4145		2.399
18.6696		20.2744		2.45745
18.6696		20.2034		2.41819
17.0928		20.0849		2.35208
17.0928		19.9899		2.26403
16.0408		19.8342		2.19394
16.0408		19.6982		2.23641
16.0408		19.4963		2.03915
16.0408		19.302		2.07582
16.0408		19.1196		2.07066
16.0408		18.9571		2.01172
15.6356		18.7678		2.233
15.6217		18.568		2.17339
14.731		18.3155		2.2118
14.731		17.9209		2.17846
14.731		17.5037		2.28325
14.731		17.1227		2.20534
14.731		16.8461		2.16002
14.731		16.6032		2.04524
14.731		16.3875		1.96718
14.731		16.1365		1.99165
14.731		15.9419		1.97656
14.731		15.8081		2.11636
14.6476		15.6819		1.91509
14.4699		15.5436		1.8815
14.4699		15.3987		1.61448
14.3298		15.2712		1.81122
14.3298		15.1898		1.70645
14.3298		15.0749		1.66261
14.3298		14.9069		1.66786
14.1529		14.8145		1.62659
14.1529		14.7509		1.4547
14.1526		14.6404		1.31117
14.1526		14.5976		1.31191
14.1526		14.5663		1.40462
14.1526		14.5168		1.43793
14.1526		14.4578		1.37905
14.15		14.3899		1.31053
14.15		14.344		1.32651
14.15		14.308		1.32225
13.8264		14.2849		1.14127
13.8264		14.2624		1.2247
13.8261		14.2386		1.25708
13.8261		14.2067		1.09959
13.8261		14.1773		1.222
13.3662		14.1326		1.20593
13.3662		14.0945		1.09677
13.0965		14.0704		1.22364
13.0965		14.0135		1.09954
13.0965		13.9693		1.25119
11.2366		13.8381		1.3523
11.2366		13.6699		1.31437
11.2366		13.5352		1.25037
11.2366		13.3421		1.1801
11.216		13.0954		1.28406
11.216		12.8782		1.37293
11.216		12.6489		1.51099
11.2157		12.4875		1.50892
11.2157		12.2046		1.36386
11.2157		11.988		1.48397
10.2876		11.7631		1.64011
10.2876		11.5015		1.6637
10.075		11.2704		1.58327
10.075		11.2181		1.58602
10.075		11.2106		1.62786
10.075		11.2083		1.68354
9.41102		11.1972		1.59525
9.41102		11.1834		1.41585
9.41102		11.1814		1.57055
9.41102		11.1626		1.48271
8.96144		11.1028		1.38917
8.96144		11.0888		1.36373
8.96144		11.0756		1.46509
8.96144		11.0563		1.42953
8.96144		11.0348		1.37984
8.96144		11.0074		1.2884
8.96144		10.9685		1.33342
8.96144		10.9451		1.51845
8.96144		10.9018		1.3766
8.96144		10.8813		1.45113
8.96144		10.8433		1.55348
8.96144		10.8268		1.53599
8.96144		10.769		1.60941
8.96144		10.6931		1.59638
8.96144		10.6365		1.57538
8.96144		10.5334		1.61539
8.96144		10.4028		1.63589
8.96144		10.3054		1.66263
8.96144		10.2283		1.61833
8.96144		10.09		1.5795
8.96144		9.99408		1.74347
8.96144		9.87501		1.98033
8.96144		9.73775		1.97362
8.96144		9.65436		2.03347
8.96144		9.56886		2.00149
8.96144		9.51597		2.24306
8.64276		9.39854		2.16489
8.64276		9.30124		2.16538
8.64276		9.19467		2.07572
8.64276		9.05285		1.96864
8.64276		8.95833		1.89176
8.54225		8.94501		1.82299
8.54225		8.92674		1.81439
8.54225		8.91721		1.64466
8.54225		8.8933		1.62148
8.54225		8.8739		1.47947
8.54225		8.84643		1.40404
8.54225		8.81715		1.43322
8.48828		8.77424		1.49576
8.48828		8.70944		1.24124
8.39554		8.675		1.22989
8.39554		8.64567		1.22118
8.37804		8.62435		1.3313
8.22357		8.60524		1.43464
7.97814		8.57938		1.50949
7.96063		8.54768		1.30033
7.96063		8.50922		1.2632
7.81224		8.4675		1.42097
7.54753		8.43633		1.2379
7.41132		8.38978		1.41922
7.25889		8.31913		1.46228
7.23934		8.25418		1.29535
7.23934		8.15695		1.42851
7.23934		8.06354		1.44116
7.23934		7.93888		1.68914
7.23934		7.83848		1.65726
6.94772		7.72472		1.69633
6.94772		7.60614		1.67101
6.94772		7.50761		1.6544
6.94772		7.37943		1.76392
6.94772		7.3014		1.81308
6.94772		7.25395		1.64958
6.94772		7.2164		1.71981
6.94771		7.19836		1.61963
6.94771		7.18387		1.70008
6.94771		7.16786		1.60131
6.94771		7.14834		1.73997
6.94771		7.12371		1.59087
6.94771		7.0972		1.44625
6.94771		7.04446		1.1917
6.94771		7.0065		1.38622
6.94771		6.96085		1.36092
6.94771		6.94772		1.29591
6.94771		6.94772		1.50953
6.94771		6.94772		1.46678
6.94771		6.94772		1.64512
6.94771		6.94771		1.52816
6.94771		6.94771		1.43049
6.94771		6.94771		1.32333
6.94771		6.94771		1.36711
6.94771		6.94771		1.34088
6.94771		6.94771		1.37149
6.94771		6.94771		1.46599
6.94771		6.94771		1.53902
6.94771		6.94771		1.53488
6.94771		6.94771		1.70585
6.94771		6.94771		1.30667
6.94771		6.94771		1.41688
6.94771		6.94771		1.26077
6.94771		6.94771		1.37329
6.92415		6.94759		1.41482
6.7726		6.94671		1.37371
6.7726		6.94496		1.36606
6.7726		6.94047		1.46176
6.7726		6.93521		1.41924
6.7726		6.93084		1.5175
6.7726		6.92208		1.34602
6.7726		6.91157		1.42574
6.7726		6.90369		1.48406
6.7726		6.88782		1.32181
6.7726		6.87314		1.37767
6.7726		6.85289		1.33396
6.7726		6.83164		1.50988
6.7726		6.80175		1.50062
6.75971		6.77254		1.57677
6.75971		6.77234		1.63233
6.75971		6.77234		1.63135
6.75971		6.77209		1.67137
6.75971		6.77183		1.64283
6.75971		6.77151		1.53457
6.75971		6.77086		1.67122
6.75971		6.77015		1.7016
6.75971		6.76931		1.77749
6.75971		6.76867		1.73424
6.75971		6.76757		1.58826
6.71327		6.76599		1.45885
6.71327		6.76463		1.34939
6.71327		6.76215		1.35871
6.71327		6.75952		1.44259
6.71327		6.75815		1.4959
6.71327		6.75798		1.13388
6.71327		6.75712		1.19095
6.71327		6.75509		0.987216
6.71327		6.75214		1.20933
6.71327		6.74762		1.25299
6.71327		6.74235		1.25865
6.71327		6.73754		1.16853
6.71327		6.73163		1.19178
6.71327		6.7235		1.06305
6.71327		6.71467		1.12234
6.71327		6.71327		1.35967
6.70076		6.71321		1.46527
6.70076		6.71302		1.32498
6.68787		6.71264		1.23506
6.68787		6.71214		1.20807
6.68787		6.71151		1.25416
6.68787		6.71119		1.2961
6.68787		6.70999		1.28541
6.40788		6.70657		1.17942
6.40788		6.70232		1.05002
6.38248		6.69361		1.14224
6.38248		6.68676		1.40587
6.38248		6.67449		1.63935
6.38248		6.66534		1.52199
6.38248		6.64706		1.53722
6.38248		6.62692		1.41049
6.38248		6.60554		1.29961
6.38248		6.57748		1.39286
6.38248		6.54765		1.42354
6.38248		6.50092		1.26176
6.38248		6.43488		1.21011
6.38248		6.3885		1.12358
6.38248		6.38357		1.27912
6.38248		6.38248		1.18337
6.38248		6.38248		1.05777
6.38248		6.38248		1.0435
6.38248		6.38248		1.11245
6.38248		6.38248		1.03728
6.38248		6.38248		1.1678
6.38248		6.38248		1.34658
6.38248		6.38248		1.53977
6.38248		6.38248		1.55659
6.38248		6.38248		1.56152
6.38248		6.38248		1.34891
6.38248		6.38248		1.2052
6.38248		6.38248		1.34751
6.2403		6.38177		1.25288
6.2403		6.38177		1.19663
6.2403		6.38106		1.37005
6.2403		6.37963		1.4346
6.2403		6.37825		1.27929
6.2403		6.37612		1.22984
6.2403		6.37399		1.23557
6.2403		6.3677		1.12232
6.2403		6.35932		1.31579
6.2403		6.34687		1.00982
6.2403		6.33553		1.04924
6.2403		6.31795		1.2644
6.2403		6.3031		1.21189
6.2403		6.28208		1.20022
6.2403		6.25525		1.17958
6.2403		6.24144		1.15594
6.2403		6.2403		1.1406
6.2403		6.2403		1.14658
6.2403		6.2403		1.32929
6.2403		6.2403		1.28079
6.2403		6.2403		1.27453
6.2403		6.2403		1.25316
6.2403		6.2403		1.26134
6.2403		6.2403		1.2383
6.2403		6.2403		1.20428
6.2403		6.2403		1.04648
6.2403		6.2403		1.18939
6.2403		6.2403		1.08875
6.2403		6.2403		1.22835
6.2403		6.2403		1.20741
6.2403		6.2403		1.24201
6.2403		6.2403		0.975615
6.2403		6.2403		0.91313
6.2403		6.2403		1.16089
6.2403		6.2403		1.29505
6.2403		6.2403		1.14821
6.2403		6.2403		1.17454
6.2403		6.2403		1.37943
6.2403		6.2403		1.29134
6.2403		6.2403		1.3064
6.2403		6.2403		1.42891
6.2403		6.2403		1.62087
6.2403		6.2403		1.50501
6.2403		6.2403		1.56513
6.2403		6.2403		1.56922
6.2403		6.2403		1.28991
6.2403		6.2403		1.24156
6.2403		6.2403		1.3955
6.2403		6.2403		1.21054
6.2403		6.2403		1.30941
6.2403		6.2403		1.12374
6.2403		6.2403		1.30494
6.2403		6.2403		1.33117
6.2403		6.2403		1.29477
6.2403		6.2403		1.14589
6.2403		6.2403		1.17214
6.2403		6.2403		1.27712
6.2403		6.2403		1.33012
6.2403		6.2403		1.34908
6.2403		6.2403		1.27276
6.2403		6.2403		1.37595
6.2403		6.2403		1.13523
6.2403		6.2403		1.25457
6.2403		6.2403		1.20059
6.2403		6.2403		1.26324
6.2403		6.2403		1.16323
6.2403		6.2403		1.03678
6.2403		6.2403		1.24775
6.2403		6.2403		1.34526
6.2403		6.2403		1.27909
6.2403		6.2403		1.21094
6.2403		6.2403		1.32157
6.2403		6.2403		1.39896
6.2403		6.2403		1.32838
6.2403		6.2403		1.49288
6.2403		6.2403		1.40742
6.2403		6.2403		1.39392
6.2403		6.2403		1.37414
6.2403		6.2403		1.34945
6.2403		6.2403		1.6302
6.2403		6.2403		1.56116
6.2403		6.2403		1.55036
6.2403		6.2403		1.66396
6.2403		6.2403		1.69201
