1.2306 0
1.38303 0.152427
1.43568 0.102551
1.46896 0.0797892
1.45149 0.0642271
1.44548 0.0527842
1.47869 0.0556109
1.50989 0.0573848
1.50596 0.050761
1.5042 0.045436
1.51548 0.0426182
1.49437 0.0442643
1.49836 0.0409124
1.49995 0.037911
1.50809 0.0362197
1.50733 0.033889
1.51084 0.0320258
1.50033 0.0319706
1.50562 0.0307004
1.51617 0.030976
1.51252 0.0296892
1.51359 0.028328
1.50835 0.0275713
1.50392 0.0267659
1.49988 0.0259892
1.49909 0.0249822
1.50368 0.0244741
1.49832 0.0241858
1.49392 0.0237484
1.50013 0.0237702
1.4974 0.023152
1.50098 0.0226999
1.50409 0.0222207
1.50698 0.0217492
1.5069 0.0211187
1.49943 0.0218427
1.49691 0.0213933
1.49169 0.0214661
1.48796 0.021238
1.48556 0.0208397
1.48487 0.0203366
1.488 0.020092
1.48977 0.0196985
1.48414 0.0200512
1.48909 0.0202147
1.49301 0.0201568
1.49124 0.0198032
1.49362 0.0195315
1.49848 0.0197371
1.49524 0.0196073
1.49654 0.0192627
1.49712 0.0188975
1.4954 0.0186166
1.49521 0.0182696
1.49733 0.0180597
1.49512 0.0178718
1.49177 0.0178713
1.48887 0.0177988
1.48722 0.0175719
1.48298 0.017791
1.48211 0.0175185
1.4863 0.0177356
1.48619 0.0174522
1.48788 0.0172602
1.48487 0.0172563
1.48456 0.0169957
1.48246 0.0168711
1.48384 0.0166779
1.48708 0.0167521
1.48356 0.0168831
1.48765 0.017139
1.48772 0.0168995
1.48772 0.0166663
1.48817 0.0164458
1.48783 0.0162285
1.48502 0.0162582
1.48756 0.0162444
1.49208 0.0166617
1.49016 0.0165616
1.48883 0.016407
1.48928 0.0162095
1.48705 0.0161658
1.48591 0.01601
1.48346 0.0160073
1.4851 0.015902
1.48409 0.0157482
1.48386 0.0155679
1.4873 0.0157714
1.4853 0.0157221
1.48523 0.0155466
1.48481 0.0153805
1.48517 0.0152168
1.4885 0.0154174
1.48841 0.0152528
1.48797 0.0150979
1.48994 0.0150696
1.4906 0.0149277
1.48922 0.0148386
1.48855 0.0147033
1.49094 0.0147503
1.4921 0.0146501
1.49173 0.0145107
1.49177 0.0143691
1.49106 0.0142479
1.49033 0.0141305
1.48927 0.0140362
1.48943 0.0139053
1.48763 0.0138934
1.48602 0.0138589
1.48659 0.0137441
1.48683 0.0136218
1.48621 0.0135141
1.48588 0.013398
1.48699 0.0133267
1.48648 0.0132204
1.48627 0.0131076
1.48723 0.0130304
1.48891 0.0130288
1.48951 0.0129328
1.49054 0.0128655
1.48881 0.0128753
1.4875 0.0128359
1.48818 0.0127491
1.48837 0.0126474
1.48846 0.0125461
1.48742 0.01249
1.48735 0.0123914
1.48855 0.0123525
1.48924 0.0122762
1.48753 0.0123008
1.48685 0.0122259
1.48641 0.0121409
1.48645 0.0120493
1.48503 0.0120439
1.48392 0.0120058
1.48419 0.0119203
1.48311 0.0118826
1.48181 0.0118668
1.48194 0.0117818
1.48426 0.0119256
1.48448 0.0118427
1.48365 0.0117886
1.48417 0.0117176
1.48438 0.0116377
1.48514 0.0115824
1.48535 0.0115048
1.48648 0.0114811
1.48534 0.0114597
1.48408 0.0114515
1.48541 0.0114522
1.48984 0.0122065
1.49018 0.0121308
1.49103 0.0120812
1.492 0.0120412
1.49479 0.0122847
1.49405 0.0122283
1.49354 0.0121609
1.49437 0.0121126
1.4937 0.0120549
1.49458 0.0120116
1.49498 0.0119432
1.49516 0.0118707
1.49648 0.0118714
1.49841 0.011955
1.49782 0.0118969
1.49747 0.0118301
1.49698 0.0117694
1.4974 0.0117069
1.49695 0.0116462
1.49642 0.0115898
1.49496 0.011614
1.49552 0.0115599
1.49541 0.0114933
1.49569 0.0114304
1.49572 0.0113649
1.4957 0.0113002
1.4951 0.0112521
1.49575 0.0112075
1.49493 0.0111743
1.49645 0.0112155
1.49618 0.0111568
1.4974 0.011163
1.49616 0.0111713
1.49583 0.0111154
1.49604 0.0110571
1.49639 0.0110032
1.49619 0.0109461
1.49538 0.0109176
1.4964 0.0109074
1.49647 0.0108501
1.49565 0.0108239
1.49475 0.0108051
1.49526 0.010761
1.49441 0.0107394
1.49537 0.0107271
1.49516 0.0106741
1.49421 0.0106624
1.4936 0.0106257
1.49357 0.0105723
1.49389 0.010524
1.49401 0.0104722
1.49407 0.0104204
1.49353 0.0103832
1.49276 0.0103608
1.4929 0.0103112
1.49225 0.0102815
1.49278 0.0102455
1.49231 0.0102068
1.49266 0.0101635
1.49298 0.0101203
1.49348 0.0100844
1.49338 0.0100372
1.49412 0.0100176
1.49403 0.00997115
1.49485 0.00995866
1.49442 0.00992163
1.49618 0.0100307
1.49723 0.01004
1.49707 0.00999546
1.49587 0.0100214
1.49612 0.00997906
1.4957 0.00994303
1.49556 0.0098993
1.49628 0.00988145
1.4957 0.00985452
1.49448 0.00988659
1.4949 0.0098517
1.4947 0.00981043
1.4944 0.00977209
1.49383 0.00974593
1.4939 0.00970387
1.49437 0.00967367
1.49435 0.00963209
1.49403 0.00959632
1.49464 0.00957482
1.49415 0.00954669
1.49484 0.00953149
1.4954 0.00950818
1.49508 0.00947386
1.49433 0.00946377
1.49455 0.00942688
1.49412 0.00939789
1.49457 0.00937021
1.49488 0.00933672
1.49454 0.00930457
1.49433 0.00926904
1.49405 0.00923581
1.49422 0.00920021
1.49474 0.00917768
1.4947 0.00914098
1.49556 0.00914495
1.49517 0.00911686
1.49511 0.00908096
1.49486 0.00904869
1.49594 0.0090783
1.49528 0.00906716
1.49491 0.00903948
1.49439 0.00901917
1.49508 0.0090111
1.49574 0.00900057
1.49546 0.00897041
1.49478 0.00896241
1.49445 0.00893408
1.49431 0.00890137
1.49405 0.00887147
1.49371 0.0088445
1.49309 0.00883326
1.49215 0.00885044
1.49163 0.00883285
1.49202 0.00880867
1.49185 0.00877776
1.49085 0.00880205
1.49098 0.00877069
1.49054 0.00874969
1.49007 0.00873028
1.49006 0.00869861
1.49004 0.00866717
1.49019 0.00863727
1.48931 0.0086511
1.48953 0.00862289
1.48873 0.00862959
1.48903 0.00860439
1.49031 0.00866921
1.4905 0.00864067
1.49055 0.00861044
1.49112 0.00859917
1.49175 0.00859228
1.49083 0.00861164
1.49041 0.00859193
1.49057 0.00856365
1.49112 0.00855182
1.49082 0.00852767
1.49087 0.00849864
1.49046 0.0084796
1.48956 0.0084985
1.48894 0.00849185
1.48911 0.00846474
1.48935 0.00843987
1.48904 0.00841719
1.48871 0.00839556
1.48877 0.00836782
1.48927 0.00835497
1.48937 0.00832789
1.48888 0.00831485
1.48905 0.00828928
1.4896 0.00828072
1.48889 0.00828456
1.48909 0.00826007
1.4891 0.0082333
1.48933 0.00820993
1.48935 0.0081835
1.4896 0.00816111
1.49015 0.00815345
1.49018 0.0081275
1.49096 0.00813939
1.49061 0.00812123
1.49023 0.00810442
1.49015 0.00807927
1.49006 0.00805444
1.4906 0.00804765
1.49014 0.00803601
1.48988 0.00801521
1.48955 0.00799728
1.49034 0.00801147
1.49137 0.00805306
1.4919 0.00804609
1.4914 0.00803732
1.49196 0.00803247
1.49187 0.00800854
